id_arbol;altura_tot;diametro;inclinacion;id_especie;nombre_comun;nombre_cientifico;tipo_follaje;espacio_verde;ubicacion;nombre_familia;nombre_gen;origen;coord_x;coord_y;lat;lon
50471;45;40;0;45;Casuarina;Casuarina cunninghamiana;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Casuarinaceas;Casuarina;Exótico;102661;101286;-34.6177;-58.4343
50472;3;3;10;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102755;101219;-34.6183;-58.4333
50473;2;9;5;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102739;101216;-34.6183;-58.4334
50474;5;6;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102781;101223;-34.6182;-58.433
50475;11;30;0;14;Álamo plateado;Populus alba;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Salicáceas;Populus;Exótico;102671;101165;-34.6188;-58.4342
50476;2;3;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102652;101185;-34.6186;-58.4344
50477;13;45;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102698;101198;-34.6185;-58.4339
50478;2;5;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102708;101202;-34.6184;-58.4338
50479;13;93;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102724;101206;-34.6184;-58.4336
50480;9;15;10;29;Mimosa (Aromo francés);Acacia dealbata;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Leguminosas;Acacia;Exótico;102696;101186;-34.6186;-58.4339
50481;18;65;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102683;101179;-34.6186;-58.434
50482;8;30;10;65;Ombú;Phytolacca dioica;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Fitolacáceas;Phytolacca;Nativo/Autóctono;102680;101284;-34.6177;-58.4341
50483;14;45;0;4;Tilo;Tilia viridis subsp. x moltkei;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Tiliaceas;Tilia;Exótico;102718;101269;-34.6178;-58.4337
50484;8;26;0;151;Cotoneaster;Cotoneaster glaucophyllus var. Serotinus;Arbusto o Herbacea;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Rosáceas;Cotoneaster;Exótico;102727;101287;-34.6177;-58.4336
50485;5;9;0;78;Ciprés calvo;Taxodium distichum;Árbol Conífero Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Taxodiáceas;Taxodium;Exótico;102750;101214;-34.6183;-58.4333
50486;1;2;0;43;Pata de vaca  (Pezuña de vaca);Bauhinia forticata;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Leguminosas;Bauhinia;Nativo/Autóctono;102618;101279;-34.6177;-58.4348
50487;15;43;6;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102832;101314;-34.6174;-58.4324
51343;8;30;5;29;Mimosa (Aromo francés);Acacia dealbata;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Leguminosas;Acacia;Exótico;102772;101224;-34.6182;-58.4331
51344;10;78;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102781;101226;-34.6182;-58.433
51345;4;25;30;183;Rosa de Siria;Hibiscus syriacus;Arbusto o Herbacea;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Malvácea;Hibiscus;Exótico;102780;101232;-34.6182;-58.433
51351;8;9;0;79;Magnolia;Magnolia grandiflora;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Magnoliáceas;Magnolia;Exótico;102714;101208;-34.6184;-58.4337
51352;11;17;3;39;Lapacho amarillo;Tabebuia chrysotricha;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bignoniáceas;Tabebuia;Nativo/Autóctono;102691;101233;-34.6182;-58.434
51353;11;23;0;39;Lapacho amarillo;Tabebuia chrysotricha;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bignoniáceas;Tabebuia;Nativo/Autóctono;102670;101217;-34.6183;-58.4342
51354;10;19;2;38;Lapacho rosado;Tabebuia impetiginosa;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Bignoniáceas;Tabebuia;Nativo/Autóctono;102660;101204;-34.6184;-58.4343
51355;10;38;0;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102668;101278;-34.6177;-58.4342
51356;15;52;15;9;Ligustro;Ligustrum lucidum;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Oleáceas;Ligustrum;Exótico;102690;101274;-34.6178;-58.434
51387;14;25;0;14;Álamo plateado;Populus alba;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Salicáceas;Populus;Exótico;102637;101191;-34.6185;-58.4345
51388;17;40;0;14;Álamo plateado;Populus alba;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Salicáceas;Populus;Exótico;102627;101205;-34.6184;-58.4347
51389;15;60;0;225;Encina;Quercus ilex;Árbol Latifoliado Perenne;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Fagáceas;Quercus;Exótico;102619;101224;-34.6182;-58.4347
51390;14;75;0;43;Pata de vaca  (Pezuña de vaca);Bauhinia forticata;Árbol Latifoliado Caducifolio;RIVADAVIA;RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF;Leguminosas;Bauhinia;Nativo/Autóctono;102648;101188;-34.6186;-58.4344
